,publishedAt,title,viewCount,수익(단위:$),광고개수,썸네일 얼굴,,,,,
1924,2019-07-15T10:25:50Z,[스윙매매내역공개] 동진쎄미켐 | 상한가 먹었습니다. | 오늘도 어느때처럼 차트와 호가창 살펴봅니다. | 일본수출규제 | 후성,276,,,,,,,,
1083,2020-03-23T02:06:11Z,[SCALPING]Korea stock trading|SV인베스트먼트|비씨월드제약,274,,,,,,,,
1935,2019-07-10T10:48:49Z,일지테크 | 반도체 핵심소재 다음 일본의 수출규제는 탄소섬유??,274,,,,,,,,
2361,2019-02-05T01:53:32Z,"[주식] 만도, 실적 증가했는데 왜 떨어졌을까?",271,,,,,,,,
2306,2019-02-19T01:35:28Z,"SKC코오롱PI, 코오롱인더와의 차이점 (CPI와 PI)",267,,,,,,,,
2295,2019-02-21T12:33:34Z,"KH바텍의 힌지, 삼성전자 폴더블폰에 탑재!! 알아두면 반드시 좋은 기회를 잡을 수 있다!!",267,,,,,,,,
2097,2019-04-24T10:45:50Z,"흥구석유 매도타점 공개!! 유니온, 한진칼 등 육감철학님의 시간외 더 높게 매수 후 장초매도 매매분석, 키움실전투자대회 단박에 2위로 올라와서 1위를 노린다.",267,,,,,,,,
2104,2019-04-22T11:31:10Z,"키이스트, 가장 강한 대장주 하나만 상승한다  키움실전투자대회 상위자 매매내역 모음(2018 04 22) 방탄소년단테마주",265,,,,,,,,
1362,2020-02-11T05:11:59Z,MVC와 MVT의 차이점은?,263,,,,,,,,
2019,2019-05-26T02:44:07Z,"해성옵틱스, 강팔 신규매수, 실적 턴어라운드와 미세 관절경 호재뉴스를 기다린다.",262,,,,,,,,
1876,2019-08-03T14:16:32Z,하이트진로홀딩스우 | 우선주가 매매하기 까다로운 이유 | 일본불매운동(맥주),261,,,,,,,,
1647,2019-09-29T01:56:32Z,"서암기계공업, 안전하면서도 높은 수익을 주는 매수타점",261,,,,,,,,
1998,2019-06-08T02:11:50Z,고려시멘트 | 주식시장의 재미있는 점 | 뜬금없는 테마주 | 생석회 방역 사용으로 의외의 종목이 상한가 간뒤 조정 후 2차장대양봉까지 갔다.,258,,,,,,,,
1664,2019-09-24T11:01:44Z,"이글벳, [스윙관점공개] 처음 매수 가능했던 가격은 하락해도 두 번째 기회는 있다.",256,,,,,,,,
1796,2019-09-01T00:41:49Z,케이엠더블유 자주 보이는 분봉상 단기고점패턴 매일매일 신고가 어디까지 가나,254,,,,,,,,
2023,2019-05-24T11:16:58Z,"엘비세미콘, 정말 잘 나가는 방탄소년단!! 호가창, 차트 분석",254,,,,,,,,
1883,2019-08-03T05:31:03Z,[내부자매도] 리드 | 제2의신라젠을 회피할 수 있는 방법을 알아보자,252,,,,,,,,
1825,2019-08-26T11:11:59Z,[호가창분석] KODEX코스닥150인버스 매매팁 일부 공개,250,,,,,,,,
1871,2019-08-05T11:25:03Z,신라젠 | 왜 임상3상은 실패한것인가2,249,,,,,,,,
1818,2019-08-27T12:30:42Z,호가창 투자자 심리 해석 | 저도 모르게 많은 내용을 풀어버렸습니다. | 미스터블루,249,,,,,,,,
1791,2019-09-02T12:55:33Z,주식하지 마세요  정신적 고통만이 있을 뿐입니다,249,,,,,,,,
2056,2019-05-10T14:34:38Z,"빅텍, 돈 주고 강의 듣지 말고 3위 육감철학님 매매내역을 공부하자, 키움실전투자대회",248,,,,,,,,
2086,2019-04-28T14:26:50Z,"우리손에프앤지, 수급단타왕 매매분석, 하나의 테마에 여러 종목 매매, 돼지열병, 팜스토리, 이지바이오 주가 비교",247,,,,,,,,
1068,2020-03-24T23:27:40Z,"[시황]마장폭등, 무제한양적완화 및 재정지원 그리고 Repo에 대한 이해",246,,,,,,,,
1782,2019-09-04T10:50:03Z,"화천기계, 상한가 진입 패턴, 시간까지 정확하게 알려드립니다  조국테마주",246,,,,,,,,
977,2020-04-22T01:00:25Z,"한국은행 당좌예금계정과 지급결제제도(지급, 청산, 결제)",244,,,,,,,,
2271,2019-02-24T12:15:43Z,"차바이오텍, 악재해소(관리종목해제)와 동남아시아 진출 확대 기대감",244,,,,,,,,
2323,2019-02-16T06:34:02Z,"한국항공우주, 올해 실적은 좋다.",243,,,,,,,,
1970,2019-06-25T14:11:32Z,넥슨지티 | 상승시세의 끝을 보는 것도 트레이더의 의무 | 넥슨매각 재료소멸로 하락 | 한진칼과 다른점,242,,,,,,,,
2257,2019-02-28T13:23:32Z,"삼성엔지니어링을 유가, 수급, 실적, 내부자매입, 차트 순으로 분석해보자!",241,,,,,,,,
1882,2019-08-03T05:58:46Z,[내부자매도] 삼보산업 일동제약 | [공부꿀팁] 내부자매도 공시 찾는 방법을 알려드립니다 | 제2의신라젠을 피하자,238,,,,,,,,
2275,2019-02-24T06:32:57Z,두산중공업 유상증자로 하락,238,,,,,,,,
1920,2019-07-16T10:31:50Z,"삼화콘덴서 | 일본2차수출규제를 대비한 삼성전자의 대응호재로 상승 | 일본1차수출규제(후성, 동진쎄미켐) 초기상승과 비교 | 삼성전기, 아모텍",238,,,,,,,,
2122,2019-04-18T12:15:38Z,전파기지국 키움실전투자대회 상위자 매매내역 분석,238,,,,,,,,
1460,2019-12-09T12:16:42Z,노란딱지를 예방하는 방법,238,,,,,,,,
2107,2019-04-21T14:42:09Z,"에어부산, 종가베팅 자리 암기하자!!, 키움실전투자대회 상위자들 종베 및 단타매매모음",237,,,,,,,,
2280,2019-02-24T01:31:03Z,"앱클론에 안 좋은 뉴스. 희귀난치병 치료제, 해외 임상시험 중인 의약품도 사용가능해진다.",235,,,,,,,,
1566,2019-10-26T08:21:53Z,키움실투대회 점심시간에는 매매하지 않는 단타고수들 2019-10-25,234,,,,,,,,
1465,2019-12-11T09:55:12Z,"젬백스, 알츠하이머는 어떻게 걸리게 되는 걸까?",234,,,,,,,,
1884,2019-08-03T03:27:11Z,[하락장] 7월계좌 결산합니다,233,,,,,,,,
1798,2019-09-01T00:06:37Z,오성첨단소재 돌파실패는 돌파 후 2호가 아래에서 놀면 실패입니다  2호가 위에서 노는 돌파성공과 반대,232,,,,,,,,
2115,2019-04-20T05:40:35Z,"현대바이오, 수급단타왕 폭풍단타! 췌장암 탈모 등 기대감 강한 재료 종목!  주식은 꿈을 먹고 자란다.",231,,,,,,,,
2048,2019-05-12T01:56:37Z,"아이앤씨(반도체), 강팔팀 수익 대부분 반납하고 매도. 아까워보이지만 훌륭한 매매입니다.",228,,,,,,,,
2137,2019-04-16T11:10:44Z,"위닉스, 수급단타왕 라이온 매매내역 분석",228,,,,,,,,
2079,2019-05-03T12:34:01Z,매일 똑같은 분석에 질려버렸습니다. 초기 구독자님들 감사합니다! 안 봐도 맞추는 육감철학님 매매분석! 크리스탈신소재와 윙입푸드,228,,,,,,,,
1937,2019-07-09T12:41:00Z,시장진단 | 최근 주식시장의 비정상적인 하락에 대하여... | 셀트리온,227,,,,,,,,
947,2020-04-26T06:47:10Z,Fed의 기능과 목적 #6 9명 멤버의 임기와 구성,223,,,,,,,,
1879,2019-08-03T09:03:42Z,[선취매] 유니온머티리얼 | 트럼프 중국 관세10% | 중국의 대응은? 희토류,222,,,,,,,,
2311,2019-02-18T11:51:25Z,"KH바텍, 폴더블폰 테마주, 힌지",222,,,,,,,,
2183,2019-04-09T08:29:15Z,강팔 한경닷컴 스타워즈 유틸렉스,220,,,,,,,,
2002,2019-06-02T03:51:11Z,"CJ ENM, 영화산업 독과점이 되나??, 기생충투자배급회사",219,,,,,,,,
1845,2019-08-14T13:32:39Z,2008년 금융위기 코스닥 바닥징후 | 당시 뉴스와 차트,217,,,,,,,,
2094,2019-04-25T11:32:53Z,"동성제약(췌장암), 키움실전투자대회상위자 매매 호가창, 차트 분석, 현대바이오",217,,,,,,,,
1658,2019-09-25T14:02:35Z,"계좌공개, 그리고 고수매매분석 시작합니다.",215,,,,,,,,
1635,2019-10-01T11:50:24Z,주식이 너무 질립니다. 어떡하죠,214,,,,,,,,
1822,2019-08-26T12:48:18Z,[수익공개] 잘 살아있었냐고요? 케이엠더블유 매매수익 공개,214,,,,,,,,
2144,2019-04-15T05:18:05Z,사조동아원 매매내역 분석 키움실전투자대회 수익률4위 주성22,213,,,,,,,,
2030,2019-05-19T12:42:37Z,"카카오, 상승초기 강력한 기관 매수 호가창 리플레이",213,,,,,,,,
1696,2019-09-18T13:15:48Z,유튜브 최대 단점: 악플... 이게 깡통찰 계좌로 보입니까?,213,,,,,,,,
1841,2019-08-14T13:26:00Z,1. 헬릭스미스 2.코스닥바닥징후-주가조작,212,,,,,,,,
2282,2019-02-24T00:26:12Z,아난티의 역사를 알아본다. [금강산 관광] [북미2차정상회담(2.27~28)],212,,,,,,,,
2321,2019-02-16T06:41:13Z,"일신석재, 대북경협주에 이어 실적도?!",212,,,,,,,,
1311,2020-02-20T08:53:12Z,Django POST방식으로 Calculation만들기,211,,,,,,,,
2194,2019-04-04T23:54:51Z,수급단타왕 라이온 매매내역 에프앤리퍼블릭,211,,,,,,,,
1861,2019-08-07T20:00:06Z,"[액면분할] 삼성전자, 아모레퍼시픽 | 액면분할 후 정말로 개미들이 물량을 떠 안았나??",211,,,,,,,,
2135,2019-04-16T13:49:06Z,미래에셋벤처투자 매매내역 분석 키움실전투자대회 수익률1위 1퍼2퍼,210,,,,,,,,
1830,2019-08-19T10:39:32Z,아시아나항공 | 매매전략이 실패하면 아무리 기관이라도 돈 빌리기가 쉽지 않다. | 획기적인 전략을 가져오지 않는다면 기관도 손실...,210,,,,,,,,
2130,2019-04-17T10:42:46Z,키이스트 키움실전투자대회 상위자 매매내역 분석 모음,208,,,,,,,,
1802,2019-08-29T12:32:06Z,알테오젠 전일상한가 종목 공략법 한번은 도달한다  정말로 급한 사람들은 받쳐서 안 산다  위로 시장가로 산다,206,,,,,,,,
1722,2019-09-14T02:22:54Z,"KNN, 호가창분석 단기 급등 후 고점징후",206,,,,,,,,
2035,2019-05-18T02:20:37Z,"정다운, 키움실투대회 육감철학, 이재명 관련주, 에이텍",205,,,,,,,,
2247,2019-03-10T12:47:28Z,"한화생명, 생명보험 수익성 악화 이유는?",204,,,,,,,,
952,2020-04-26T01:28:38Z,Fed의 기능과 목적 #1 5 Functions,204,,,,,,,,
2087,2019-04-28T14:11:21Z,"마니커, 수급단타왕 폭풍단타 매매분석, 돼지열병, 항상 이슈를 확인하고 매매하자",204,,,,,,,,
2084,2019-04-29T12:09:15Z,"현대바이오, 종가베팅하는 자리, 동성제약 상한가(같은 췌장암, 탈모 관련주), 키움실전투자대회 1위 월화수목금 매매내역 분석",203,,,,,,,,
1814,2019-08-28T10:43:04Z,[호가창] 신라젠이 상승하던 지수를 끌어내리는 현상. 급락 후 3분 뒤 인버스 매수하면 됩니다,203,,,,,,,,
1856,2019-08-09T11:57:08Z,한국콜마 | 우리 회장님 일내셨다!! | 자신뿐만 아니라 하청업체 한국기업들까지 팀킬하게 생겼습니다. | 일본불매운동에 최초 한국기업이? | 여성들도 화난다.,202,,,,,,,,
1656,2019-09-26T11:20:33Z,"오픈베이스(안철수테마주), 박스권 안에서 등락폭을 먹는 매매",202,,,,,,,,
2360,2019-02-05T02:07:16Z,"[주식] 현대미포조선, 영업이익 흑자전환에도 하락한 이유는?",200,,,,,,,,
1461,2019-12-11T13:19:39Z,"젬백스, 알츠하이머는 어떻게 걸리게 되는 걸까2",198,,,,,,,,
1256,2020-02-23T10:28:52Z,국부론을 읽어보자 #7,198,,,,,,,,
2294,2019-02-21T13:01:42Z,"셀트리온 결산실적공시(2월25일) 예고,  그 날이 온다...",197,,,,,,,,
2031,2019-05-19T13:13:13Z,"텔코웨어, 한경스타워즈1위 강팔, 5G테마주",197,,,,,,,,
2336,2019-02-11T10:25:50Z,"IHQ, 전일 매집 흔적",196,,,,,,,,
1972,2019-06-25T13:40:35Z,증권사 리포트 모아둔 웹페이지 알려드립니다. | 카카오 17만원 갈까?,196,,,,,,,,
2346,2019-02-07T11:13:47Z,"[주식] 올해 매출 2배 예상, 포스코켐텍",196,,,,,,,,
1819,2019-08-27T12:15:26Z,[호가창] 미스터블루 | 시초가를 깨면 손절하자 | 분봉상 단기 고점 8/21 장초반,195,,,,,,,,
1336,2020-02-19T04:15:19Z,"통일교 결혼, 타다 무죄",195,,,,,,,,
2455,2018-11-02T13:27:25Z,빅토리의131번째주식단타매매영상 셀트리온 1부,195,,,,,,,,
2073,2019-05-06T06:22:15Z,"에이스테크, 현재 에이치시티와 똑같은 차트의 의미는?? 강팔팀의 한결같은 매매, 한경투자대회 1위",194,,,,,,,,
1794,2019-09-02T10:30:27Z,"[상한가]화천기계(조국 테마주), 다음날 대응은?? 2등주(삼보산업)보다 1등주를 매매해야 하는 이유?",193,,,,,,,,
1775,2019-09-05T11:04:11Z,"메가엠디, 쌍봉낙타(3120원) 전 3110원 물량을 자세히 보세요. 차트에 남긴 세력의 흔적 또 나왔습니다.",192,,,,,,,,
1743,2019-09-12T04:04:22Z,추석에 할 거 없으니 계좌공개합니다.,192,,,,,,,,
2089,2019-04-26T13:05:01Z,"유비케어, 실적공시, 기사 이후에 매수해도 수익낼 수 있다  키움실전투자대회 6위 아오토반 매매내역",191,,,,,,,,
1773,2019-09-05T11:39:18Z,"메지온, 신라젠 판박이? 오늘 가장 서프라이즈한 움직임을 보여준 종목이 아닐까 싶습니다.",191,,,,,,,,
2212,2019-03-30T03:06:20Z,수급단타왕 라이온 매매내역 파워로직스,190,,,,,,,,
1234,2020-02-23T06:31:27Z,[Python] f.close()를 자꾸 잊어요. 다른 방법은?,188,,,,,,,,
1913,2019-07-19T10:58:57Z,"부끄러운 스윙매매내역 공개하면서 반성합니다. | 단기고점인 걸 알면서도 욕심에 눈이 멀고 | 수익실현도 느긋, 손절도 느긋",188,,,,,,,,
1834,2019-08-17T06:09:09Z,[시장진단] 금융위기 때 코스닥은 몇퍼센트 하락했을까?(2008년),188,,,,,,,,
1565,2019-10-26T08:50:31Z,키움실투대회 원숭이도 나무에서 떨어질 때가 있다. 2019-10-25,188,,,,,,,,
1304,2020-02-22T06:07:45Z,국부론을 읽어보자 #1,187,,,,,,,,
1772,2019-09-05T12:00:06Z,전부 복구했습니다. 내가 이대로 죽을 거 같았나요? 믿을 건 내 단타실력뿐,187,,,,,,,,
1538,2019-11-04T16:56:06Z,"나노메딕스, 셰일가스에 수처리가 필요한 이유",187,,,,,,,,
2340,2019-02-09T10:59:52Z,[주식] 조정 중인 대북경협주 대아티아이,186,,,,,,,,
2397,2019-02-01T13:17:06Z,빅토리의10번째주식공부영상 네이처셀,185,,,,,,,,
2290,2019-02-22T02:17:11Z,삼성중공업 LNG 선박 발주 증가 예상으로 업종 실적개선 기대감!!,185,,,,,,,,
2347,2019-02-07T10:57:57Z,"[주식] 폴더블폰 테마주, 인터플렉스 급등하다!!",184,,,,,,,,
1832,2019-08-18T10:05:11Z,"신흥에스이씨 | 최고급 양봉은... 외국인, 기관 양매수 양봉 | 뭔가 있지 않을까?",184,,,,,,,,
2376,2019-02-04T01:16:56Z,"[주식] 홍준표 대선테마주 경남스틸, 탑승할 기회도 안 주고 급등하다니...",181,,,,,,,,
1228,2020-02-22T12:41:25Z,Python 숫자 한자리씩 뽑아내기,179,,,,,,,,
2070,2019-05-07T10:57:58Z,"고수는 위기대응능력이 뛰어나다. 크리스탈신소재, 윙입푸드 8시30분 매도, KEC 6시 시간외 매수, 키움실전투자대회 1위 육감철학 매매내역분석",178,,,,,,,,
2210,2019-03-30T03:51:08Z,수급단타왕 라이온 매매내역 에스코넥,176,,,,,,,,
2239,2019-03-19T13:53:00Z,"아프리카TV 갑질논란 당시 주가, 대도서관, 철구",173,,,,,,,,
2053,2019-05-11T01:55:50Z,"에프에스티, 장대양봉에서의 기관(대량),외국인 수급에 대한 거래원,호가창,차트분석",173,,,,,,,,
1724,2019-09-14T01:51:14Z,"KNN, [호가창] 장초에 약세임에도 가격이 하락하지 않으면 상승반등 신호입니다.",171,,,,,,,,
1229,2020-02-22T10:20:45Z,Python 숫자를 뽑아내고 싶어요,171,,,,,,,,
2368,2019-02-04T06:39:32Z,"[주식] 쌍용차, 좀처럼 보기 드문 긴 윗꼬리!!",170,,,,,,,,
2047,2019-05-13T12:27:47Z,"한진칼, 강팔팀 장초반 매수 후 몇일 뒤 손절",169,,,,,,,,
2074,2019-05-04T05:39:53Z,"에이치시티, 스윙투자의 정석, 오랜만에 강팔팀 매매내역분석",169,,,,,,,,
2331,2019-02-14T10:28:46Z,차바이오텍 상장 폐지 가능성으로 주가 급락,169,,,,,,,,
1898,2019-07-29T12:43:17Z,"한진칼, 신흥에스이씨 | 위안 받고 힘내시라고 손절매매내역 공개합니다. 매도관점, 매수관점 공유| 하락장 | 코스닥 -4%",168,,,,,,,,
1709,2019-09-16T11:00:02Z,"흥구석유, 석유 드론 공격(1억가성비짱짱)과 아람코(공장주인) 정리",166,,,,,,,,
2367,2019-02-04T07:17:43Z,"[주식] SG충방, 유시민 내 테마주 다 사기!, 지난 주가흐름을 살펴본다",165,,,,,,,,
2204,2019-04-03T10:20:37Z,수급단타왕 라이온 매매내역 테라젠이텍스,165,,,,,,,,
2350,2019-02-07T10:17:19Z,[주식] 이번 대북경협주는 일신석재다! 용평리조트에 이은 통일재단 재료,163,,,,,,,,
2118,2019-04-20T04:02:00Z,위닉스 수급단타왕 손절  우상향 종목이 아니면 고수라도 수익 내기 힘들다,163,,,,,,,,
2365,2019-02-04T14:09:15Z,"[주식] 삼성전기, 시장의 관심을 받는 현상 포착!! 눈 여겨 봐야하는 종목!!",162,,,,,,,,
948,2020-04-26T05:25:29Z,Fed의 기능과 목적 #5 대통령과 상원의 역할,161,,,,,,,,
2065,2019-05-07T12:46:14Z,"우성사료, 안 좋은 장에는 단기 돈 쏠리는 급등주 매매, 수급단타왕님 매매내역 분석",158,,,,,,,,
1312,2020-02-20T08:48:48Z,Django GET방식으로Calculation만들기,158,,,,,,,,
1783,2019-09-04T10:33:39Z,"화천기계, 여기 보이는 호가창과 차트자리에서 매수하시겠습니까, 매도하시겠습니까",155,,,,,,,,
2124,2019-04-18T10:58:09Z,"에스넷 시간외 상따 후 다음날 장초반 매도, 키움실전투자대회 5위 육감철학 매매내역 분석",155,,,,,,,,
2193,2019-04-08T09:26:15Z,수급단타왕 라이온 매매내역 위닉스,155,,,,,,,,
2129,2019-04-17T10:39:56Z,에스넷 키움실전투자대회 1억리그 6위 육감철학 매매내역 분석,154,,,,,,,,
2315,2019-02-18T11:16:10Z,"아모레퍼시픽, 화장품 업종 흐름 좋다. 삼성전기처럼 단기 조정은 있을 수 있다.",154,,,,,,,,
1939,2019-07-08T11:11:33Z,모나미(애국주) | 같은 테마라도 장대양봉이 나오는 날은 각자 다릅니다. | 2시40분투매상한가패턴,154,,,,,,,,
2213,2019-03-30T02:58:11Z,수급단타왕 라이온 매매내역 영진약품,153,,,,,,,,
2281,2019-02-24T01:04:58Z,"오르비텍, 비핵화 합의를 이룰 수 있을까?? [북미정상회담(2.27~28)] [우라늄]",153,,,,,,,,
2090,2019-04-28T13:00:54Z,"크린앤사이언스, 수급단타왕 매매분석, 시장의 관심에서 멀어진 종목인데 이유는 모르지만 계속해서 종가베팅",153,,,,,,,,
2066,2019-05-07T12:32:16Z,"팜스토리, 지지선매수와 저항선돌파매수 중 어느 것이 확률이 높을까??, 수급단타왕님 매매내역분석",152,,,,,,,,
2072,2019-05-06T11:49:10Z,"아이앤씨, 반도체 테마, 강팔팀 매매내역 분석, 한경투자대회 1위",152,,,,,,,,
2157,2019-04-12T10:58:06Z,"IHQ, 수급단타왕 라이온 매매내역 분석",152,,,,,,,,
2278,2019-02-24T05:59:23Z,셀트리온 실적공시를 대비해 실적 컨센서스를 암기해두자,151,,,,,,,,
2238,2019-03-19T14:00:53Z,"신한, 감사보고서 제출, 의견거절로 상장폐지 절차",150,,,,,,,,
1786,2019-09-03T11:58:48Z,"고려시멘트, 악재가 뜬다면 시초가손절부터하고 보자. 손절한다면 어디에서 해야할까? 악재에도 상승추세유지하므로 좋은흐름",150,,,,,,,,
2182,2019-04-09T09:03:51Z,강팔 한경닷컴 스타워즈 유틸렉스 큐리언트 매수근거,149,,,,,,,,
2432,2018-11-07T07:52:14Z,빅토리의150번째주식단타매매영상 남선알미늄,149,,,,,,,,
2430,2018-11-07T14:10:43Z,빅토리의152번째주식단타매매영상 남선알미늄,149,,,,,,,,
2297,2019-02-21T10:28:27Z,"셀트리온제약, 위험관리실태 점검(2월21일)을 해서 하락한 건 아닌 것 같다.",148,,,,,,,,
2158,2019-04-12T10:44:51Z,"하츠, 수급단타왕 라이온 매매내역 분석",148,,,,,,,,
2045,2019-05-13T13:08:06Z,"코스닥150, 제 예상이 틀렸습니다. 하락장에는 잠시 주식시장을 떠나 있던가, 소액으로 매매하는 걸 추천 드립니다.",148,,,,,,,,
1567,2019-10-26T04:24:08Z,키움실투대회 어떤 종목은 1분안에 팔고 어떤 종목은 10분 버텨보는 이유 2019-10-25 12시 점심,148,,,,,,,,
2099,2019-04-23T11:15:48Z,"상한가 흥구석유, 키움실전투자대회 상위자 육감철학님 시간외 상한가 매수 종목 다음날 추적내용",148,,,,,,,,
1966,2019-06-26T12:51:27Z,스넥(SNEK) | 카카오스탁에 이어 뉴스 보기 편리한 웹사이트 소개합니다.,148,,,,,,,,
1303,2020-02-22T06:21:49Z,국부론을 읽어보자 #2,148,,,,,,,,
2313,2019-02-18T11:32:49Z,"써니전자, 안철수 조기등판 선 긋기로 주가하락",147,,,,,,,,
1353,2020-02-12T05:16:04Z,python|온라인에서 housing 데이터 다운로드,147,,,,,,,,
2139,2019-04-16T11:05:11Z,"인크로스, 주식고수 매매분석, 강팔 한경닷컴 스타워즈",146,,,,,,,,
1936,2019-07-10T10:31:56Z,신라젠 | 무너진 바이오섹터 속에서... 수직급등하는 신라젠 당신은 도대체...,146,,,,,,,,
2026,2019-05-23T12:41:05Z,"알테오젠, 강팔, 옵션계약",146,,,,,,,,
1867,2019-08-06T13:51:00Z,[매매일지] 정말 꿀팁을 하나 알려드립니다 | 신라젠과 지수와의 관계를 매매에 적용하기,144,,,,,,,,
1824,2019-08-26T11:31:41Z,[호가창 비기] 큰물량 와리가리 패턴 | KODEX코스닥150인버스,143,,,,,,,,
2159,2019-04-12T09:50:33Z,"케이아이엔엑스, 주식고수 매매분석, 강팔 한경닷컴 스타워즈",141,,,,,,,,
1815,2019-08-27T14:21:03Z,코오롱생명과학 대응방법 | 감정이입해서 나라면 어떻게 할지 생각해보았습니다. | 코오롱티슈진 상장폐지 결정,140,,,,,,,,
2071,2019-05-06T12:08:10Z,"지어소프트, 추세가 상승이라면 한달동안 들고 있을 수도 있어야 한다!!  강팔팀 매매내역분석, 한경투자대회1위, 인공지능테마주 기억해두자",140,,,,,,,,
1293,2020-02-22T07:26:32Z,국부론을 읽어보자 #5,139,,,,,,,,
2001,2019-06-02T04:35:25Z,"삼성전자(D램가격 하락), 삼성바이오로직스(검찰 조사) 등등",139,,,,,,,,
2123,2019-04-18T11:49:13Z,"마니커, 하림 천하제일단타대회, 키움실전투자대회 상위자 매매 총집합!!",139,,,,,,,,
2385,2019-02-02T03:56:03Z,"대장주를 매매해야 하는 이유(보광산업, 성신양회)",139,,,,,,,,
2429,2018-11-07T14:15:56Z,빅토리의153번째주식단타매매영상 인터불스,138,,,,,,,,
1943,2019-07-04T11:43:49Z,한미약품 | 기술수출반환의 역사 | 총3번의 권리반납이 있었고 2번의 폭락이 있었다...,138,,,,,,,,
2033,2019-05-19T11:51:01Z,"이노와이어리스, 한경스타워즈1위 강팔, 5G테마주, 우상향, 신고가",137,,,,,,,,
1539,2019-11-04T16:17:25Z,나노메딕스 공식|유가 상승→세일가스 채산성 향상→세일가스 공급(시추량) 증가→오염수 수처리 수주 가능성 증가,137,,,,,,,,
2258,2019-02-27T08:35:45Z,"현대차, 엘리엇은 절대 손해보고 나오지 않는다!",137,,,,,,,,
2334,2019-02-12T10:25:14Z,"삼성전기, 상승 추세 지속",137,,,,,,,,
2051,2019-05-11T23:46:17Z,"넷게임즈, 많은 지지와 저항 중 9800원이 중요한 가격인 이유!! 수급단타왕 매매분석",137,,,,,,,,
2098,2019-04-23T12:11:15Z,"현대사료, 동시호가 하락엔 손절타점, 실전투자대회 상위자 매매내역 모음",137,,,,,,,,
2108,2019-04-20T08:16:17Z,"레고켐바이오, 강팔 매매분석, 고수도 털리는 경우가 많다  손절하고 반등",136,,,,,,,,
1969,2019-06-25T14:31:09Z,우리기술투자 | 비트코인 오를 때 멍하니 있었던 걸 반성합니다,135,,,,,,,,
2342,2019-02-07T14:30:39Z,"[주식] 삼성전자 폴더블폰 유출영상으로 테마 상승시작, SKC코오롱PI",135,,,,,,,,
2141,2019-04-16T10:58:13Z,"글로벌텍스프리, 주식고수 매매분석, 강팔 한경닷컴 스타워즈",135,,,,,,,,
950,2020-04-26T02:23:31Z,Fed의 기능과 목적 #3 Decentralized System,134,,,,,,,,
2100,2019-04-23T10:55:48Z,"키이스트, 고수도 하락시엔 미련없이 손절한다  키움실전투자대회 상위자 매매모음2019 04 23",134,,,,,,,,
2205,2019-04-01T10:55:18Z,수급단타왕 라이온 매매내역 신일산업,134,,,,,,,,
2316,2019-02-18T11:02:41Z,"LG화학, 지지와저항 390,000원",133,,,,,,,,
2125,2019-04-18T10:34:35Z,한진칼 오늘도 매매했다!! 키움실전투자대회 상위자들 매매모음,132,,,,,,,,
